ID,BIRTHDATE,FIRST,LAST,SSN,GENDER,ROLE,ORGANIZATION,SPECIALITY
940e870e-112a-b247-b5c7-fb21fd7117a1,2000-01-10,Walton167,Heller342,999-72-9376,F,PATIENT,,
d13c174e-9473-06f0-6891-bd72e5b59108,1914-07-15,Lilliam592,Carroll471,999-85-8141,M,PATIENT,,
c2479d25-67ba-1b9b-fc62-154bd02ee8c7,1943-05-01,Mitchell808,Runolfsdottir785,999-90-2469,F,PATIENT,,
f680d9a8-de39-64a8-126e-12804d4f4147,2016-09-20,Elvira561,Huel628,999-21-8663,F,PATIENT,,
b8416f84-18dd-bbb8-3637-24778e87affa,1980-01-30,Kali995,Kuphal363,999-42-5365,F,PATIENT,,
c5eb68ac-f344-7c22-62fd-514b173a3a82,1940-06-19,Nisha529,Weber641,999-40-8553,F,PATIENT,,
44ce5755-c416-beae-0d36-999723a073e5,1985-06-08,Noble66,Weissnat378,999-12-6728,M,PATIENT,,
b1e62a33-de24-33ab-d0ea-4ab88b9e4281,2020-12-30,Elbert916,Klocko335,999-20-2125,F,PATIENT,,
53db93f6-5249-b1f4-64d3-5167ec7e2585,1978-03-13,Carey440,Bayer639,999-69-2148,M,PATIENT,,
d8a905a8-e5af-c05a-723a-838d3a37cd3a,2016-03-15,Miriam769,McLaughlin530,999-61-9745,F,PATIENT,,
50f04860-8f93-5300-0adf-8d5fbce5d348,1965-07-23,Myrtis608,Leffler128,999-82-5562,M,PATIENT,,
d6e2e726-db7a-771e-02e5-0eefe050bd88,1942-12-23,Connie24,Kuvalis369,999-52-2662,M,PATIENT,,
9bdb9e8f-6770-6273-54c0-cb93b64f12f3,2009-04-20,Duane703,Labadie908,999-95-4714,F,PATIENT,,
c7d32280-83e6-2b0a-633e-6812210af8a7,1914-07-15,Orpha286,Gaylord332,999-68-9359,M,PATIENT,,
e5974cce-258f-dc9c-2bde-8142844d4691,1983-06-29,Tony646,VonRueden376,999-94-2809,M,PATIENT,,
7aaf7a12-e0a8-2c16-b50b-c51ca216a421,1912-11-14,Zenobia558,Pacocha935,999-56-8173,F,PATIENT,,
cf867af8-624d-71eb-2ddc-65fe554e3bcc,1980-01-14,Robbie31,Brown30,999-97-3913,F,PATIENT,,
261eb9b3-c77f-a6ab-cac6-5d1c6baf47bd,1977-06-05,Byron202,Bergnaum523,999-25-6275,F,PATIENT,,
643d63f8-b767-d229-8571-8633fc19edb0,2008-01-15,Oscar384,Klocko335,999-60-4372,F,PATIENT,,
91996bea-417d-644a-9161-c47af14c0e1d,1975-02-14,Domingo513,Champlin946,999-87-3306,F,PATIENT,,
db969e50-cdb4-4f2a-955a-d4faa0b2f344,1978-03-13,Leigh689,Stamm704,999-59-2266,M,PATIENT,,
6e9defb6-f6db-f958-4937-62dcca917565,1952-04-04,Gaynell126,Nicolas769,999-17-7205,M,PATIENT,,
dbce0ade-f641-8f42-4c58-90cc97fb96bb,1959-03-21,Boris111,Dickinson688,999-68-2310,F,PATIENT,,
5fe8c6f7-a481-8158-dee3-0076408508af,1939-12-12,Gilberte702,Will178,999-28-4506,M,PATIENT,,
bd07ab63-b25c-a4cd-ac10-fe421ad18457,1997-09-12,Bennett146,Shields502,999-85-4988,M,PATIENT,,
7ac23fe1-30bd-e62d-8e30-58e7ad6598dc,1979-06-30,Yadira684,Torp761,999-20-6844,M,PATIENT,,
bf454f1e-6148-d409-f03b-8a21fc664314,1967-05-03,Pete38,Haley279,999-43-4642,F,PATIENT,,
71bfd6a6-27bd-bced-2f2e-560d921ca38a,2003-10-03,Reed154,Murazik203,999-14-9046,M,PATIENT,,
269f0560-9748-5be2-5a5d-d228fc311c45,1968-04-25,Lana840,O'Kon634,999-40-5844,M,PATIENT,,
548b1d75-7510-cf5b-36ad-49acdb487977,1940-06-19,Natasha268,Klocko335,999-12-2295,F,PATIENT,,
b36dd955-c893-6f2a-0ea2-0a04481947ad,1954-03-21,Juliana372,Ryan260,999-40-4376,M,PATIENT,,
6bcfce0d-2782-882b-4ea8-6dc711f8fd48,1959-03-21,Noe500,Bergstrom287,999-82-8448,F,PATIENT,,
e502d1ba-23b6-d115-c6fd-153f8a8d93cd,1971-09-15,Ozella681,Dibbert990,999-68-2728,F,PATIENT,,
675f2e41-5aa7-7fe1-4295-245592cd33ee,1958-01-28,Denver542,Kautzer186,999-54-3179,M,PATIENT,,
7bd175b2-4c4e-fa87-31d7-87a6bcd8acb4,1950-06-21,Lea264,Hackett68,999-82-1568,M,PATIENT,,
c451b699-4454-3a0d-f5a7-b8b794adacec,1974-01-15,Arlene209,Cummerata161,999-78-9727,M,PATIENT,,
662e6f9c-8e30-5071-2dc3-ea25869903a3,1971-03-05,Tia76,Kuvalis369,999-96-7385,F,PATIENT,,
c34b3a88-8a7d-fcd9-14d8-7c5eddd99695,1952-08-02,Justin359,King743,999-47-5272,F,PATIENT,,
817fa144-0839-9c1a-b19b-4c104b4f7a9a,1964-10-16,Dodie685,Rau926,999-88-5563,F,PATIENT,,
7df2b6c3-0085-757b-d49d-1e3e12f18edb,2011-04-03,Alton320,Glover433,999-83-4475,F,PATIENT,,
80e5b65a-01d8-f98d-d311-590f3977bf78,2015-02-26,Jamaal34,Dietrich576,999-43-3465,F,PATIENT,,
3e2dc553-e932-0123-1c2a-4a572a527035,2015-12-02,Billy698,Murphy561,999-94-6882,F,PATIENT,,
bf3d1904-eea7-9d55-a994-f9393bc1f2b6,1956-08-31,Ahmed109,Haley279,999-21-7221,M,PATIENT,,
ef649e45-3a9a-a220-7ebe-9682a741ec37,1939-12-12,Mao115,Abbott774,999-67-8647,F,PATIENT,,
1576a3da-db75-7ced-e55c-96c0ae14184d,2013-03-02,Sana377,Turner526,999-39-3308,M,PATIENT,,
04e38308-93c2-b201-dbf8-334e688f8163,1978-03-04,Kayleigh718,Nicolas769,999-12-2306,M,PATIENT,,
f4b68ab2-20b7-4824-8317-3d0412346134,2019-10-23,Sherrill767,Murphy561,999-96-6278,F,PATIENT,,
e50bfd2e-024f-188d-2c1b-bbfd36f7c638,1912-11-14,Lang846,Blanda868,999-62-6990,M,PATIENT,,
5f5cbc85-ce9b-de3f-75f8-3fe80af28980,1962-05-30,Emanuel231,Cremin516,999-12-2310,F,PATIENT,,
0003fe8c-fa38-0618-aa2b-1bfda944b47c,1971-09-15,Librada521,Hoeger474,999-30-7655,F,PATIENT,,
3b7f5248-407c-b78d-1694-550ce466b12e,2018-10-01,Susy776,Wilderman619,999-10-8530,F,PATIENT,,
3c012820-e8d8-21e2-6344-ceb12152a67d,1940-06-19,Marleen824,Gibson10,999-63-1689,F,PATIENT,,
003d5da3-7752-cccf-f4b7-d6267058a17c,2010-11-20,Taisha184,Ortiz186,999-83-3242,F,PATIENT,,
bb1f157c-3193-45f7-297a-973d9ce1d788,2012-02-28,Fawn386,Jenkins714,999-98-1090,F,PATIENT,,
ee2e83b7-337e-2c77-83db-f2fc93dd2e6e,1956-02-28,Shu104,Stroman228,999-71-1344,M,PATIENT,,
95ce969f-d6c1-d94c-c3d0-d022551295fb,2021-06-27,Lacy523,Mitchell808,999-13-5940,M,PATIENT,,
6623d9dc-4e4c-f33a-a285-11e8f45815fa,2020-08-07,Etha376,Leffler128,999-81-1092,M,PATIENT,,
fb930eaf-5c02-d233-e512-260bdb0431aa,1964-04-29,Ezra452,Emard19,999-55-1125,M,PATIENT,,
1af5fae6-5406-2943-a777-930316c0d902,1956-08-31,Roosevelt595,Sanford861,999-77-2307,F,PATIENT,,
4457f3c4-9f80-e3d0-67ff-3757d43cab1f,1952-04-04,Doretha289,Swift555,999-51-8011,M,PATIENT,,
9a7ca56d-4b61-c37b-8fc4-61388cd4f30a,1972-06-18,Vinita997,Tillman293,999-44-4820,M,PATIENT,,
90d36b52-b3f2-d884-9954-9edfa212a8c2,1987-03-13,Mellie476,Batz141,999-87-5788,M,PATIENT,,
330652a7-92e7-2098-e6fe-f1ccd81f6689,1959-04-29,Shala169,Dicki44,999-83-8435,F,PATIENT,,
db4c2a1a-4ffa-f0fb-53c9-9edbb711f9c6,2012-08-23,Mervin111,Miller503,999-91-8000,M,PATIENT,,
6ee28080-87c0-be74-888a-eef46fb100ad,1974-10-04,Tiffiny991,Stiedemann542,999-65-5119,F,PATIENT,,
25fb4848-370f-9fc5-8397-9914d9fc79cf,1977-01-14,Rosanna866,Ruecker817,999-50-1579,M,PATIENT,,
e48500af-770f-6c17-3293-ef86ddb5d3ae,2014-04-23,Mable471,Ryan260,999-58-1777,M,PATIENT,,
b389fc52-30f6-d40b-221d-ad87872b9378,1993-09-06,Sherrie396,Howe413,999-95-2532,F,PATIENT,,
8ec21791-64bc-5184-62d6-cac10c5721f5,1957-04-21,Josh874,Johnson679,999-44-3329,M,PATIENT,,
83634632-d6bd-029b-f8ae-d90b52d6a2fe,1956-02-28,Season349,Beer512,999-95-1430,M,PATIENT,,
69f12a74-d482-21f2-fbda-2a1398c0a972,2007-08-22,Minh326,Feil794,999-47-1962,F,PATIENT,,
2c3b5d08-6349-f5aa-d78d-6d06fc12f594,2009-01-07,Rodrick370,Connelly992,999-31-5366,F,PATIENT,,
1f4f4b3e-6284-9932-8ef0-ef582ee657b1,1995-01-15,Imogene688,Predovic534,999-72-5568,M,PATIENT,,
918e4747-eee7-7c5c-2221-8d51d76b2f6f,2020-05-16,Megan108,Runolfsdottir785,999-97-3369,M,PATIENT,,
36e076d0-6b83-fdf1-e1a6-3ef83e22a2cc,2021-09-08,Magaret757,Kutch271,999-31-6595,M,PATIENT,,
533b7de1-1c93-6a09-b1e1-608449def8ec,2010-11-19,Masako522,Hessel84,999-64-6859,F,PATIENT,,
1d101761-5841-6231-f2b5-29cd2bc0e04a,2005-01-15,Venita81,Gorczany269,999-20-6446,F,PATIENT,,
3284f805-05ce-1861-353b-da99b78d1266,2001-03-24,Garnet389,Lowe577,999-16-5901,F,PATIENT,,
d6a6897a-a1d2-8cce-cf02-6d0596c602e4,2005-11-26,Damien170,Tromp100,999-77-9624,M,PATIENT,,
a478117e-2c1f-d97d-ccc6-53964b7d0574,2010-07-13,Laverna97,Parker433,999-27-5674,M,PATIENT,,
96fa88dd-e955-006c-02a7-a1bc47cdb75c,1979-05-02,Kristan816,Schimmel440,999-23-8123,M,PATIENT,,
43163915-38a9-ffc6-a2ab-e776614de96f,1942-02-08,Kory651,Dickens475,999-90-8140,F,PATIENT,,
1cca2222-accb-ae7c-52a6-5635bb7e2cb2,1914-07-15,Tessie155,Lueilwitz711,999-50-9545,F,PATIENT,,
6afa4a24-3844-3696-da18-20c24e6e6630,1972-07-10,Napoleon578,Gulgowski816,999-40-3496,F,PATIENT,,
81773a99-43c9-974c-7c73-11c071b6eb7d,1991-07-13,Lakita48,Steuber698,999-81-5275,M,PATIENT,,
74256e8e-1589-9c57-a1dd-a0dce51f9efd,1971-03-10,Mirna233,Watsica258,999-36-1205,F,PATIENT,,
6c490327-7394-8272-430d-de4854791809,1943-12-13,Erlene813,Cassin499,999-58-7203,M,PATIENT,,
702a18a0-9578-86a1-7c07-babebc2de3cf,1972-08-10,Lorena247,Lynch190,999-16-8084,F,PATIENT,,
db866722-b29d-974c-06e7-429a217d9be3,1971-05-06,Domenica436,Kub800,999-99-4426,M,PATIENT,,
1674e599-2905-2878-0f8e-82051389e584,1914-07-15,Jeffie441,Kihn564,999-33-5840,M,PATIENT,,
69825243-0e63-f1d2-f067-a15fc3161504,1966-11-01,Lucas404,Reichert620,999-71-9296,M,PATIENT,,
3e18bf24-700b-a4be-5adc-42711d06ac27,2007-04-04,Bradley693,Torp761,999-81-7179,M,PATIENT,,
e4ec2365-940a-b7f5-9d16-5eca70ed9ad1,1972-06-25,Josef103,Prosacco716,999-36-6965,F,PATIENT,,
425cc132-b091-f22a-0d0b-75f366455092,1964-08-20,King743,O'Reilly797,999-96-4753,M,PATIENT,,
1c302a74-8866-2b4d-034f-963187e86cc8,1955-12-28,Josue598,Sporer811,999-36-3660,M,PATIENT,,
ba84b07f-567a-3605-7cf3-9f3b2e661e07,1956-12-06,Katia630,Rowe323,999-85-7391,M,PATIENT,,
272975e2-0938-3f3a-a4de-785f20e0e820,1956-09-05,Loni302,Brekke496,999-31-3798,F,PATIENT,,
de0cce3a-5cf2-fe8a-dd26-64684421dacd,1984-10-08,Antone63,Rosenbaum794,999-92-7109,F,PATIENT,,
90dc87e9-6074-b4b0-0ed6-d6d8a7b21760,1960-10-24,Christal240,Klocko335,999-96-4296,F,PATIENT,,
bff2fd1a-61d5-08a4-9214-870ba67178cf,1967-05-28,Wynell591,Toy286,999-43-6192,M,PATIENT,,
13da4246-0282-0e5d-12a5-cffda3e3a8aa,1971-03-10,Selene142,Harber290,999-40-9569,F,PATIENT,,
c89498c5-58cd-ce2c-73be-d83d665958e4,2022-03-08,Hortense60,Conn188,999-80-5748,F,PATIENT,,
064eb2a0-016f-b60b-930c-b897b77942ba,1980-05-25,Bo157,Wolff180,999-32-5289,F,PATIENT,,
ae53abbf-5f3d-0b15-201d-8435ec5ba666,2010-07-19,Jenniffer979,Ziemann98,999-17-7400,F,PATIENT,,
5b45a941-8b65-cba3-f3ba-99150b58e451,2008-09-16,Willian804,Predovic534,999-43-7894,M,PATIENT,,
8b18f708-1ef4-531a-5bec-4790eb1c20d8,1950-12-27,Mark765,Bruen238,999-26-4675,M,PATIENT,,
db6c9755-c2fa-a2ea-6505-3d08a974012d,1939-12-12,Hye44,Mertz280,999-37-3906,F,PATIENT,,
3500c27c-1cbb-d112-4967-aa9b9b9e8cfd,1993-06-23,Nicolas769,Gottlieb798,999-19-3741,M,PATIENT,,
634f8692-6a06-cc3a-ea51-361610146843,1997-11-19,Mayola305,Cummings51,999-79-6995,F,PATIENT,,
de1b412b-2296-9c28-8dcf-a6cc4d338c3e,1981-03-06,Jonathon205,Abernathy524,999-21-9630,M,PATIENT,,
18900286-da4c-d7cb-5a0a-af5f094f952e,1975-01-08,Meryl421,Walter473,999-22-3344,F,PATIENT,,
e07ab1fa-98d7-5c3a-40bc-16f9bed9a911,2008-09-06,Demetria799,Cremin516,999-94-2881,F,PATIENT,,
1f9dcf70-5c3c-246e-675d-3d825d28d23b,1914-07-15,Wilma646,Lowe577,999-17-1083,F,PATIENT,,
ff35774c-b04a-39d5-ee42-07decfd80624,1988-01-14,Albertina684,Sipes176,999-84-2943,F,PATIENT,,
7b31994b-6789-761a-565c-31e03c909305,1974-03-21,Spencer878,Stoltenberg489,999-54-1988,F,PATIENT,,
b9ddb748-25ad-aaf9-a119-a5ce5cab1b0b,1980-05-25,Darren774,Ritchie586,999-42-7513,M,PATIENT,,
bd337a26-0fe1-0c9b-8d1f-2ca51123c692,1932-03-25,Alecia465,Erdman779,999-16-5427,F,PATIENT,,
ead097ca-7e46-f850-fb70-d82ec325a249,1980-09-09,Esperanza675,Herman763,999-27-3693,F,PATIENT,,
612d523f-1c88-ab28-40dd-11a272b79d46,2001-11-01,Nicole384,Will178,999-35-4077,F,PATIENT,,
3a7f1c6c-e47f-741f-39a4-996e4bbcf362,2005-06-01,Annamarie398,Leffler128,999-82-5766,F,PATIENT,,
79b40ddd-3d5d-f642-651e-b2842e07e42d,1948-10-20,Rolando809,Larkin917,999-89-5683,F,PATIENT,,
27561c19-c3db-6aa2-a3b5-74844e1578e0,1967-08-13,Zofia65,Hartmann983,999-91-2546,M,PATIENT,,
25869936-a62a-e8d8-fadb-6788edb7fa20,1990-12-18,Doyle959,Balistreri607,999-36-7101,F,PATIENT,,
d6b31c4e-b56c-4552-e586-937d7238a871,1972-02-26,Elias404,Jast432,999-16-3130,M,PATIENT,,
e17bd7dd-5a53-5de9-51c9-91f4ab335ad3,1981-07-30,Buena501,Ward668,999-66-2879,M,PATIENT,,
7f70b874-c84c-19ff-c9c1-e98c84cd49b4,2004-12-28,Melanie283,Prohaska837,999-95-4890,F,PATIENT,,
d17f6e30-3ee1-df67-b84b-705e4b543304,1979-05-05,Rusty501,Kautzer186,999-47-2408,M,PATIENT,,
19e58bc8-a779-f80b-890d-29a3124b7d59,1967-11-03,Sharell873,Buckridge80,999-50-5410,M,PATIENT,,
8b325f72-a4f5-27b7-7318-c90f18c4190f,2010-02-15,Marina546,Brakus656,999-40-2708,M,PATIENT,,
2fe565cc-2038-4083-a2f1-be6a182f9c1f,1953-01-12,Darren774,Carroll471,999-24-3291,M,PATIENT,,
4426a83a-c99d-cbb7-e066-045dd2a1ee17,1980-05-06,Jennette837,Beahan375,999-22-1939,M,PATIENT,,
ff8eee1a-51da-49d1-b77a-9ed28347bf75,2009-02-05,Maximo817,Abbott774,999-54-8248,F,PATIENT,,
763e8bea-8020-6015-e573-d096098f399f,1976-11-16,Rosaura15,Conn188,999-96-8889,F,PATIENT,,
5c878680-7ed5-6389-7f23-1ad5fbf5f9df,2015-06-24,Shad704,Muller251,999-27-2724,M,PATIENT,,
70d01f85-98dd-ad2c-2e7d-c0efc4228a53,2004-03-03,Crysta430,Gleason633,999-23-2152,F,PATIENT,,
138e496b-aee1-f258-a62b-f615c00966bf,2021-04-17,Doug189,Anderson154,999-31-4422,F,PATIENT,,
335f4769-1b69-d4f1-901a-aadd15a590ce,1977-03-20,Julio255,Nolan344,999-36-8209,M,PATIENT,,
30fdf43f-1a8c-2d0f-0800-245750119340,2020-12-10,Whitney250,Haag279,999-45-3565,M,PATIENT,,
dfd0e514-ec85-c5e7-c779-dd054369a185,2010-10-23,Shaunna800,Kilback373,999-37-9071,M,PATIENT,,
62d2087c-8ebe-684f-c199-3b86a0c2543a,1954-11-19,Marceline716,Larson43,999-90-4013,M,PATIENT,,
d2f01404-1d47-8b5f-3e40-56d3cd67b5f5,2004-12-19,Myrtle529,Herman763,999-45-9838,M,PATIENT,,
4145de4f-3b37-2e05-19e0-53031867dbd5,1980-01-22,Marshall526,Christiansen251,999-43-6515,F,PATIENT,,
a5705d3c-0231-2ac0-848e-304ea8d8b1ee,1955-12-28,Rex53,Schamberger479,999-58-6905,M,PATIENT,,
9768d541-155c-c646-9220-c3e8cd4e2490,2020-12-05,Nick779,Kerluke267,999-87-9501,F,PATIENT,,
3b1bbf76-419c-955e-029d-a979c2a3c57f,1963-01-25,Rosie394,Schmidt332,999-49-2403,M,PATIENT,,
33ad012c-aafb-ed4f-5497-c132d17f2baa,1980-05-06,Fonda178,Schoen8,999-58-7497,F,PATIENT,,
810cc81e-ee9d-73ec-afbd-275dbeb85d07,2015-08-15,Zack583,Wolf938,999-76-2747,F,PATIENT,,
becab05b-1ed1-f4f2-2513-30bc3894a1f7,2014-11-18,Willy639,Weimann465,999-14-6777,M,PATIENT,,
ae6299e4-4b09-8b44-4898-180d87539781,2018-05-08,Grover559,Satterfield305,999-11-4375,F,PATIENT,,
7f48bb26-9310-598b-4118-47cec8461ffd,2011-12-24,Robby860,Tremblay80,999-73-3560,M,PATIENT,,
fadeeb9c-3c3b-016e-de47-8092bcec4b6d,1998-06-14,Abel832,Hermiston71,999-94-6901,M,PATIENT,,
f56540db-171d-8b55-bc14-632ddaa308cd,1978-02-08,Ruth999,Schoen8,999-21-2828,F,PATIENT,,
fea6c143-d25b-dda0-91af-75ebf4b0a366,2022-11-02,Hershel911,Howell947,999-30-6001,F,PATIENT,,
12f20928-cc84-490c-7434-bc9d3dea7452,1966-11-20,Nelle766,Conroy74,999-47-4878,F,PATIENT,,
45825df1-d96e-acf7-2c13-6c021d60efbc,1991-03-18,Nubia715,Torp761,999-17-3135,F,PATIENT,,
ba838116-50d7-26ff-920b-798b43d43ffe,1953-01-12,Renato359,Davis923,999-94-2141,M,PATIENT,,
816de0aa-0869-8ddf-3291-98839f016c3a,1975-10-08,Teresa94,Prohaska837,999-76-1455,M,PATIENT,,
e1d4c290-f0ff-fb4c-0a95-3aad293cfe92,1956-02-23,Kirby843,Sawayn19,999-26-7604,M,PATIENT,,
a6936b36-b32f-4645-15f6-169d4a999680,2007-11-27,Lorna458,Bashirian201,999-74-4437,M,PATIENT,,
217e2f55-32b0-030c-bc1a-69677161ef57,1993-11-13,Ervin886,Dare640,999-99-1626,F,PATIENT,,
6fcf0ca1-6bd4-8bd5-bb38-2b66ac126210,1968-03-04,Luciana251,Medhurst46,999-90-9341,F,PATIENT,,
6d20edde-2702-ee40-40f0-89f171cca6c6,1984-09-30,Ryann170,Hyatt152,999-26-1242,F,PATIENT,,
6861fe78-5350-cfd1-52af-ea3b0129c3d2,1932-03-25,Tammera223,Littel644,999-21-8324,F,PATIENT,,
